t,state,grounded,bean_x,bean_y,bean_z,bean_vx,bean_vy,bean_vz,bean_pitch,bean_roll,pelvis_x,pelvis_y,pelvis_z,pelvis_speed,foot_l_speed,foot_r_speed,hand_r_z,head_z
0.2781,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.33,0.88,98.69,1.21,0.58,0.57,98.41,99.20
0.2853,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.32,0.88,98.68,1.21,0.57,0.59,98.41,99.20
0.2937,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.31,0.88,98.67,1.83,1.57,1.72,98.40,99.19
0.3008,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.30,0.88,98.68,1.18,0.39,0.22,98.40,99.19
0.3078,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.30,0.88,98.68,1.33,0.94,0.80,98.41,99.20
0.3155,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.29,0.88,98.68,1.17,0.44,0.39,98.41,99.20
0.3230,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.28,0.88,98.68,1.21,0.52,0.56,98.41,99.20
0.3299,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.27,0.88,98.69,1.17,0.50,0.37,98.41,99.20
0.3376,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.26,0.88,98.68,1.29,0.68,0.73,98.41,99.20
0.3447,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.25,0.88,98.69,1.14,0.33,0.32,98.41,99.20
0.3523,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.25,0.88,98.68,1.24,0.57,0.66,98.41,99.20
0.3593,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.24,0.88,98.69,1.14,0.35,0.34,98.41,99.20
0.3663,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.23,0.88,98.69,1.16,0.45,0.44,98.42,99.20
0.3734,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.22,0.88,98.69,1.15,0.34,0.39,98.42,99.20
0.3801,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.22,0.88,98.70,1.19,0.47,0.51,98.42,99.21
0.3871,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.21,0.88,98.70,1.19,0.36,0.44,98.42,99.21
0.3943,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.20,0.88,98.69,1.30,0.61,0.72,98.42,99.20
0.4015,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.19,0.88,98.69,1.28,0.57,0.71,98.42,99.20
0.4085,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.19,0.88,98.69,1.18,0.33,0.48,98.42,99.20
0.4159,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.18,0.88,98.69,1.25,0.54,0.69,98.42,99.20
0.4225,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.17,0.88,98.70,1.20,0.53,0.57,98.42,99.21
0.4301,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.17,0.88,98.69,1.26,0.58,0.72,98.42,99.20
0.4372,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.16,0.88,98.69,1.17,0.35,0.55,98.42,99.20
0.4446,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.15,0.88,98.69,1.20,0.47,0.66,98.42,99.20
0.4516,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.15,0.87,98.69,1.13,0.28,0.47,98.42,99.20
0.4585,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.14,0.87,98.70,1.16,0.47,0.53,98.42,99.21
0.4656,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.13,0.87,98.70,1.14,0.31,0.46,98.42,99.21
0.4728,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.13,0.87,98.70,1.21,0.48,0.64,98.42,99.21
0.4799,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.12,0.87,98.70,1.17,0.36,0.56,98.42,99.21
0.4871,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.11,0.87,98.70,1.18,0.40,0.59,98.42,99.21
0.4936,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.11,0.87,98.70,1.21,0.58,0.62,98.42,99.21
0.5002,Idle,1,850.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,850.10,0.87,98.70,1.24,0.65,0.72,98.43,99.21
0.9002,Walk,1,853.53,-0.00,90.00,96.65,-0.00,-0.00,-0.98,0.00,850.02,0.85,98.09,16.60,18.55,20.46,97.94,98.73
1.2138,Walk,1,860.48,-0.00,89.89,187.28,0.00,-2.20,-2.64,0.00,850.10,0.75,97.53,34.09,42.90,36.19,97.67,98.08
1.5262,Dive,1,869.63,-0.00,89.61,877.05,0.00,260.00,-5.89,0.00,851.14,0.87,97.13,63.52,49.26,32.30,97.10,97.64
1.8422,Dive,1,898.72,-0.00,97.15,872.67,0.00,226.20,-4.31,0.00,853.10,0.92,97.31,87.82,67.52,62.61,97.70,97.68
2.1645,GetUp,1,860.27,0.57,90.92,0.00,0.00,-32.50,-0.00,0.00,856.05,0.76,97.61,121.24,98.50,95.58,97.70,98.08
2.4921,GetUp,1,860.27,0.57,90.00,0.03,0.00,19.45,-0.00,0.00,859.24,0.03,97.88,179.26,130.93,113.71,98.66,99.18
2.8294,GetUp,1,860.27,0.57,90.00,0.03,-0.00,-0.00,-0.00,0.00,862.17,-0.32,96.48,98.66,91.70,89.92,97.09,97.52
3.1716,GetUp,1,860.27,0.57,90.00,0.03,-0.00,-0.00,-0.00,0.00,864.86,0.41,96.25,95.02,110.57,96.38,96.22,96.88
3.5171,GetUp,1,860.28,0.57,90.00,0.03,-0.00,-0.00,-0.01,0.00,867.06,1.78,96.69,128.47,101.26,96.91,96.46,96.95
3.8725,Idle,1,860.28,0.57,90.00,0.03,-0.00,-0.00,-0.01,0.00,868.65,3.07,96.52,74.49,75.54,85.78,96.28,96.78
4.2404,Idle,1,860.28,0.57,90.00,0.03,-0.00,-0.00,-0.01,0.00,869.29,3.81,95.77,31.85,55.15,68.88,95.75,96.16
4.5965,Idle,1,860.28,0.57,90.00,0.02,-0.00,-0.00,-0.01,0.00,868.94,4.03,95.12,48.37,48.75,59.21,95.14,95.55
4.9545,Idle,1,860.28,0.57,90.00,0.02,-0.00,-0.00,-0.01,0.00,867.77,3.84,94.92,58.22,53.88,57.83,94.86,95.38
5.3545,Idle,1,860.28,0.57,90.00,0.02,-0.00,-0.00,-0.01,0.00,865.99,3.29,95.19,59.47,67.39,69.04,94.99,95.67
5.7545,Idle,1,860.28,0.57,90.00,0.00,0.00,0.00,-0.01,0.00,863.76,2.45,95.72,55.66,79.68,81.85,95.40,96.20
6.1545,Idle,1,860.28,0.57,90.00,0.00,-0.00,-0.00,-0.01,0.00,861.31,1.42,96.25,46.01,81.88,83.44,95.88,96.73
6.5545,Idle,1,860.28,0.57,90.00,0.00,-0.00,-0.00,-0.01,0.00,858.92,0.31,96.66,33.02,74.39,74.02,96.28,97.13
6.9545,Idle,1,860.28,0.57,90.00,0.01,-0.00,-0.00,-0.01,0.00,856.86,-0.72,96.92,18.80,60.57,59.10,96.58,97.39
7.3545,Idle,1,860.28,0.57,90.00,0.01,-0.00,-0.00,-0.01,0.00,855.34,-1.56,97.07,7.35,43.40,42.64,96.78,97.54
