"timestamp","relative_seconds_to_impact","source_log_frame","state","cmc_movement_mode","capsule_world_location","capsule_velocity","pelvis_body_world_location","pelvis_body_linear_velocity","mesh_component_world_location","effective_pelvis_capsule_distance","impulse_magnitude_applied_at_impact","applied_velocity_change_magnitude_from_reaction_log","anchor_constraint_current_linear_force","anchor_constraint_violation_distance","anchor_world_location","effective_pelvis_world_location","source_sample_line","nearest_sync_line"
"2026-06-07 10:43:55.380","0.154","48","KnockedDown","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=3.12, Y=7.08, Z=-71.58)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.8","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.8","V(X=964.00, Y=23.83, Z=114.15)","V(X=967.12, Y=31.91, Z=-41.43)","[2026.06.07-10.43.55:380][ 48]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=KnockedDown PoseMult=0.10 AnchorMult=0.18 PelvisSimulating=1 PelvisCapsuleDist=155.8 RawPelvisDist=978.8 ComponentSpacePelvisDist=155.8 ComponentBonePelvisDist=978.8 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=967.12, Y=31.91, Z=-41.43) BodyRaw=V(X=3.12, Y=7.08, Z=-71.58) BoneRaw=V(X=3.12, Y=7.08, Z=-71.58) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.008","[2026.06.07-10.43.55:331][ 42]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=2.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=962.50, Y=24.51, Z=28.88) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:55.437","0.211","55","KnockedDown","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.08, Y=4.61, Z=-71.84)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.08, Y=29.44, Z=-41.69)","[2026.06.07-10.43.55:437][ 55]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=KnockedDown PoseMult=0.10 AnchorMult=0.18 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=981.9 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=981.9 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.08, Y=29.44, Z=-41.69) BodyRaw=V(X=0.08, Y=4.61, Z=-71.84) BoneRaw=V(X=0.08, Y=4.61, Z=-71.84) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.009","[2026.06.07-10.43.55:331][ 42]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=2.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=962.50, Y=24.51, Z=28.88) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:55.487","0.261","61","KnockedDown","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.04, Y=4.71, Z=-71.84)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.04, Y=29.54, Z=-41.69)","[2026.06.07-10.43.55:487][ 61]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=KnockedDown PoseMult=0.10 AnchorMult=0.18 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=981.9 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=981.9 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.04, Y=29.54, Z=-41.69) BodyRaw=V(X=0.04, Y=4.71, Z=-71.84) BoneRaw=V(X=0.04, Y=4.71, Z=-71.84) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.009","[2026.06.07-10.43.55:331][ 42]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=2.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=962.50, Y=24.51, Z=28.88) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:55.541","0.315","66","KnockedDown","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.04, Y=4.65, Z=-71.83)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.04, Y=29.48, Z=-41.68)","[2026.06.07-10.43.55:541][ 66]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=KnockedDown PoseMult=0.10 AnchorMult=0.18 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=981.9 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=981.9 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.04, Y=29.48, Z=-41.68) BodyRaw=V(X=0.04, Y=4.65, Z=-71.83) BoneRaw=V(X=0.04, Y=4.65, Z=-71.83) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.014","[2026.06.07-10.43.55:331][ 42]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=2.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=962.50, Y=24.51, Z=28.88) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:55.597","0.371","73","KnockedDown","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.05, Y=4.58, Z=-71.85)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.05, Y=29.41, Z=-41.70)","[2026.06.07-10.43.55:597][ 73]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=KnockedDown PoseMult=0.10 AnchorMult=0.18 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=981.9 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=981.9 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.05, Y=29.41, Z=-41.70) BodyRaw=V(X=0.05, Y=4.58, Z=-71.85) BoneRaw=V(X=0.05, Y=4.58, Z=-71.85) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.008","[2026.06.07-10.43.55:581][ 71]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=0.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=964.00, Y=24.83, Z=30.15) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:55.655","0.429","80","KnockedDown","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.03, Y=4.81, Z=-71.83)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.03, Y=29.63, Z=-41.68)","[2026.06.07-10.43.55:655][ 80]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=KnockedDown PoseMult=0.10 AnchorMult=0.18 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=981.9 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=981.9 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.03, Y=29.63, Z=-41.68) BodyRaw=V(X=0.03, Y=4.81, Z=-71.83) BoneRaw=V(X=0.03, Y=4.81, Z=-71.83) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.008","[2026.06.07-10.43.55:581][ 71]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=0.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=964.00, Y=24.83, Z=30.15) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:55.705","0.479","86","KnockedDown","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.03, Y=4.78, Z=-71.83)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.03, Y=29.60, Z=-41.68)","[2026.06.07-10.43.55:705][ 86]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=KnockedDown PoseMult=0.10 AnchorMult=0.18 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=981.9 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=981.9 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.03, Y=29.60, Z=-41.68) BodyRaw=V(X=0.03, Y=4.78, Z=-71.83) BoneRaw=V(X=0.03, Y=4.78, Z=-71.83) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.008","[2026.06.07-10.43.55:581][ 71]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=0.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=964.00, Y=24.83, Z=30.15) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:55.777","0.551","91","KnockedDown","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.06, Y=4.26, Z=-71.86)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.06, Y=29.09, Z=-41.71)","[2026.06.07-10.43.55:777][ 91]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=KnockedDown PoseMult=0.10 AnchorMult=0.18 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=981.9 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=981.9 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.06, Y=29.09, Z=-41.71) BodyRaw=V(X=0.06, Y=4.26, Z=-71.86) BoneRaw=V(X=0.06, Y=4.26, Z=-71.86) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.016","[2026.06.07-10.43.55:581][ 71]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=0.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=964.00, Y=24.83, Z=30.15) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:55.826","0.6","96","KnockedDown","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.05, Y=4.79, Z=-71.83)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.05, Y=29.62, Z=-41.68)","[2026.06.07-10.43.55:826][ 96]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=KnockedDown PoseMult=0.10 AnchorMult=0.18 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=981.9 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=981.9 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.05, Y=29.62, Z=-41.68) BodyRaw=V(X=0.05, Y=4.79, Z=-71.83) BoneRaw=V(X=0.05, Y=4.79, Z=-71.83) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.011","[2026.06.07-10.43.55:581][ 71]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=0.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=964.00, Y=24.83, Z=30.15) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:55.886","0.66","102","KnockedDown","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=-0.01, Y=4.85, Z=-71.83)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=963.99, Y=29.67, Z=-41.68)","[2026.06.07-10.43.55:886][102]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=KnockedDown PoseMult=0.10 AnchorMult=0.18 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=982.0 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=982.0 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=963.99, Y=29.67, Z=-41.68) BodyRaw=V(X=-0.01, Y=4.85, Z=-71.83) BoneRaw=V(X=-0.01, Y=4.85, Z=-71.83) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.010","[2026.06.07-10.43.55:836][ 97]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=0.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=964.00, Y=24.83, Z=30.15) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:55.935","0.709","108","KnockedDown","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.06, Y=4.55, Z=-71.85)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.06, Y=29.38, Z=-41.70)","[2026.06.07-10.43.55:935][108]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=KnockedDown PoseMult=0.10 AnchorMult=0.18 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=981.9 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=981.9 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.06, Y=29.38, Z=-41.70) BodyRaw=V(X=0.06, Y=4.55, Z=-71.85) BoneRaw=V(X=0.06, Y=4.55, Z=-71.85) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.008","[2026.06.07-10.43.55:836][ 97]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=0.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=964.00, Y=24.83, Z=30.15) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:55.991","0.765","114","Recovering","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=-0.01, Y=4.86, Z=-71.83)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=963.98, Y=29.69, Z=-41.68)","[2026.06.07-10.43.55:991][114]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=Recovering PoseMult=0.11 AnchorMult=0.19 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=982.0 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=982.0 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=963.98, Y=29.69, Z=-41.68) BodyRaw=V(X=-0.01, Y=4.86, Z=-71.83) BoneRaw=V(X=-0.01, Y=4.86, Z=-71.83) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.010","[2026.06.07-10.43.55:836][ 97]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=0.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=964.00, Y=24.83, Z=30.15) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:56.048","0.822","120","Recovering","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.04, Y=4.64, Z=-71.84)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.04, Y=29.47, Z=-41.69)","[2026.06.07-10.43.56:048][120]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=Recovering PoseMult=0.13 AnchorMult=0.21 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=981.9 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=981.9 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.04, Y=29.47, Z=-41.69) BodyRaw=V(X=0.04, Y=4.64, Z=-71.84) BoneRaw=V(X=0.04, Y=4.64, Z=-71.84) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.009","[2026.06.07-10.43.55:836][ 97]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=0.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=964.00, Y=24.83, Z=30.15) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:56.185","0.959","125","Recovering","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.01, Y=4.52, Z=-71.85)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","155.9","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","155.9","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.00, Y=29.35, Z=-41.70)","[2026.06.07-10.43.56:185][125]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=Recovering PoseMult=0.24 AnchorMult=0.36 PelvisSimulating=1 PelvisCapsuleDist=155.9 RawPelvisDist=982.0 ComponentSpacePelvisDist=155.9 ComponentBonePelvisDist=982.0 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.00, Y=29.35, Z=-41.70) BodyRaw=V(X=0.01, Y=4.52, Z=-71.85) BoneRaw=V(X=0.01, Y=4.52, Z=-71.85) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.105","[2026.06.07-10.43.56:185][125]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=0.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=964.00, Y=24.83, Z=30.15) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
"2026-06-07 10:43:56.239","1.013","130","Recovering","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=23.83, Z=102.15)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=0.04, Y=3.81, Z=-71.88)","UNAVAILABLE_existing_debug_log_does_not_emit","V(X=964.00, Y=24.83, Z=30.15)","156.0","UNAVAILABLE_body_mass_not_emitted","","UNAVAILABLE_existing_debug_log_does_not_emit","156.0","V(X=964.00, Y=23.83, Z=114.15)","V(X=964.04, Y=28.63, Z=-41.73)","[2026.06.07-10.43.56:239][130]LogT66HeroPhysics: Display: [HeroActiveRagdoll] Sample State=Recovering PoseMult=0.31 AnchorMult=0.45 PelvisSimulating=1 PelvisCapsuleDist=156.0 RawPelvisDist=982.0 ComponentSpacePelvisDist=156.0 ComponentBonePelvisDist=982.0 Anchor=V(X=964.00, Y=23.83, Z=114.15) EffectivePelvis=V(X=964.04, Y=28.63, Z=-41.73) BodyRaw=V(X=0.04, Y=3.81, Z=-71.88) BoneRaw=V(X=0.04, Y=3.81, Z=-71.88) MeshWorld=V(X=964.00, Y=24.83, Z=30.15) Parent=None Bodies=18 Mesh=SK_Hero_1_Chad_PhysicsFirst Delta=0.010","[2026.06.07-10.43.56:185][125]LogT66HeroPhysics: Display: [HeroActiveRagdoll] MeshCapsuleAuthoritySync Reason=TickCapsuleAuthority WasAttached=0 PreviousParent=None Parent=None LocationDelta=0.0 RotationDeltaDeg=0.0 ScaleDelta=0.000 Hero=V(X=964.00, Y=23.83, Z=102.15) MeshBefore=V(X=964.00, Y=24.83, Z=30.15) MeshAfter=V(X=964.00, Y=24.83, Z=30.15) Desired=V(X=964.00, Y=24.83, Z=30.15) Anchor=V(X=964.00, Y=23.83, Z=114.15)"
